ID_Post,User_Name,Comments,Sentiments,Date_Comment
POST_O_006,User_3765,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-12-02 02:47:03
POST_O_006,User_8267,"Je suis satisfait de la qualité du service, bon travail!",Positif,2025-12-01 15:47:03
POST_O_006,User_2775,"Service client très professionnel, problème résolu en 10min",Négatif,2025-12-02 21:47:03
POST_O_006,User_9839,"Service client très professionnel, problème résolu en 10min",Négatif,2025-12-02 06:47:03
POST_O_006,User_8439,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-12-01 14:47:03
POST_O_006,User_8572,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-12-01 06:47:03
POST_O_006,User_6405,"Service client très professionnel, problème résolu en 10min",Négatif,2025-12-02 01:47:03
POST_O_006,User_4499,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-12-02 10:47:03
POST_O_006,User_3509,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-12-02 19:47:03
POST_M_007,User_7629,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-10-13 04:47:03
POST_M_007,User_8518,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-10-12 21:47:03
POST_M_007,User_8555,كيف أشترك في العرض الجديد؟,Neutre,2025-10-12 10:47:03
POST_M_007,User_1347,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-10-13 01:47:03
POST_M_007,User_3306,كيف أشترك في العرض الجديد؟,Neutre,2025-10-12 15:47:03
POST_M_007,User_1416,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-10-11 22:47:03
POST_M_007,User_9533,"Service client très professionnel, problème résolu en 10min",Négatif,2025-10-12 09:47:03
POST_M_007,User_3808,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-13 18:47:03
POST_M_007,User_5064,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-10-12 11:47:03
POST_M_008,User_6713,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-15 21:47:03
POST_M_008,User_4779,Comment souscrire à l'offre Ramadan?,Neutre,2025-11-14 06:47:03
POST_M_008,User_8640,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-11-14 06:47:03
POST_M_008,User_6704,Comment souscrire à l'offre Ramadan?,Neutre,2025-11-14 16:47:03
POST_M_008,User_8089,ما هي أوقات خدمة العملاء؟,Neutre,2025-11-14 06:47:03
POST_M_008,User_1853,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-11-14 04:47:03
POST_M_008,User_5287,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-11-15 18:47:03
POST_M_008,User_4997,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-13 22:47:03
POST_M_008,User_4675,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-15 09:47:03
POST_M_008,User_4530,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-14 20:47:03
POST_M_008,User_5608,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-11-14 15:47:03
POST_M_008,User_6136,شكرا على التحسينات في الشبكة,Positif,2025-11-14 02:47:03
POST_M_008,User_4086,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-11-15 14:47:03
POST_M_008,User_9171,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-14 20:47:03
POST_M_008,User_2016,"Service client très professionnel, problème résolu en 10min",Négatif,2025-11-14 09:47:03
POST_M_008,User_8643,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-14 17:47:03
POST_M_008,User_4114,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-11-14 04:47:03
POST_M_008,User_3541,شكرا على التحسينات في الشبكة,Positif,2025-11-14 07:47:03
POST_M_008,User_6302,"Service client très professionnel, problème résolu en 10min",Négatif,2025-11-14 23:47:03
POST_O_009,User_1278,ما هي أوقات خدمة العملاء؟,Neutre,2025-11-18 03:47:03
POST_O_009,User_7435,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-11-19 13:47:03
POST_O_009,User_3192,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-18 12:47:03
POST_O_009,User_6206,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-11-18 16:47:03
POST_O_009,User_6672,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-11-19 16:47:03
POST_O_009,User_9615,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-11-19 12:47:03
POST_O_009,User_5557,شكرا على التحسينات في الشبكة,Positif,2025-11-19 01:47:03
POST_O_009,User_4691,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-18 17:47:03
POST_O_009,User_4409,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-19 01:47:03
POST_O_009,User_4652,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-19 14:47:03
POST_O_009,User_8498,كيف أشترك في العرض الجديد؟,Neutre,2025-11-19 19:47:03
POST_O_009,User_3896,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-11-19 02:47:03
POST_O_009,User_3806,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-19 17:47:03
POST_O_009,User_7486,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-11-19 03:47:03
POST_O_009,User_6875,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-11-19 01:47:03
POST_O_009,User_4503,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-11-18 23:47:03
POST_O_009,User_2845,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-11-19 05:47:03
POST_O_009,User_4889,Comment souscrire à l'offre Ramadan?,Neutre,2025-11-18 18:47:03
POST_D_010,User_5100,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-11-15 11:47:03
POST_D_010,User_7385,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-11-15 17:47:03
POST_D_010,User_3391,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-15 05:47:03
POST_D_010,User_5309,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-11-15 04:47:03
POST_D_010,User_3119,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-15 22:47:03
POST_D_010,User_8090,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-11-15 09:47:03
POST_D_010,User_6859,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-11-16 04:47:03
POST_M_011,User_2674,Comment souscrire à l'offre Ramadan?,Neutre,2025-09-02 13:47:03
POST_M_011,User_1113,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-09-03 20:47:03
POST_M_011,User_3754,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-09-02 10:47:03
POST_M_011,User_6737,ما هي أوقات خدمة العملاء؟,Neutre,2025-09-03 14:47:03
POST_M_011,User_6003,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-09-03 00:47:03
POST_M_011,User_9026,"Je suis satisfait de la qualité du service, bon travail!",Positif,2025-09-03 15:47:03
POST_M_011,User_1091,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-09-03 04:47:03
POST_M_011,User_7055,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-09-03 14:47:03
POST_M_011,User_6445,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-09-03 06:47:03
POST_M_011,User_2394,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-09-02 08:47:03
POST_M_011,User_8102,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-09-01 22:47:03
POST_M_011,User_5734,شكرا على التحسينات في الشبكة,Positif,2025-09-03 01:47:03
POST_M_011,User_7394,شكرا على التحسينات في الشبكة,Positif,2025-09-02 08:47:03
POST_M_011,User_5539,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-09-03 06:47:03
POST_M_011,User_6319,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-09-02 21:47:03
POST_M_011,User_6211,ما هي أوقات خدمة العملاء؟,Neutre,2025-09-03 20:47:03
POST_M_012,User_5325,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-19 08:47:03
POST_M_012,User_1421,ما هي أوقات خدمة العملاء؟,Neutre,2025-10-18 22:47:03
POST_M_012,User_2195,شكرا على التحسينات في الشبكة,Positif,2025-10-18 17:47:03
POST_M_012,User_2594,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-10-19 09:47:03
POST_M_012,User_8931,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-10-18 10:47:03
POST_M_012,User_3916,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-10-18 07:47:03
POST_M_012,User_7508,كيف أشترك في العرض الجديد؟,Neutre,2025-10-19 04:47:03
POST_M_012,User_6394,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-10-19 11:47:03
POST_M_012,User_1734,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-10-18 15:47:03
POST_M_012,User_7847,كيف أشترك في العرض الجديد؟,Neutre,2025-10-19 21:47:03
POST_M_012,User_1065,كيف أشترك في العرض الجديد؟,Neutre,2025-10-18 07:47:03
POST_M_012,User_4749,شكرا على التحسينات في الشبكة,Positif,2025-10-18 11:47:03
POST_M_012,User_7190,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-10-19 14:47:03
POST_M_012,User_2563,كيف أشترك في العرض الجديد؟,Neutre,2025-10-19 02:47:03
POST_M_012,User_9707,Comment souscrire à l'offre Ramadan?,Neutre,2025-10-19 16:47:03
POST_M_012,User_2965,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-10-18 07:47:03
POST_M_012,User_2932,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-10-18 13:47:03
POST_M_012,User_6236,ما هي أوقات خدمة العملاء؟,Neutre,2025-10-18 10:47:03
POST_M_012,User_3825,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-10-18 19:47:03
POST_M_012,User_4710,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-18 03:47:03
POST_M_012,User_4222,Comment souscrire à l'offre Ramadan?,Neutre,2025-10-18 15:47:03
POST_M_012,User_9263,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-10-19 14:47:03
POST_M_012,User_6864,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-19 13:47:03
POST_M_012,User_7230,ما هي أوقات خدمة العملاء؟,Neutre,2025-10-19 19:47:03
POST_M_013,User_8729,كيف أشترك في العرض الجديد؟,Neutre,2025-11-18 03:47:03
POST_M_013,User_5210,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-11-17 11:47:03
POST_M_013,User_3825,شكرا على التحسينات في الشبكة,Positif,2025-11-18 00:47:03
POST_M_013,User_2074,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-11-17 07:47:03
POST_M_013,User_9774,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-11-18 09:47:03
POST_M_013,User_5113,شكرا على التحسينات في الشبكة,Positif,2025-11-18 13:47:03
POST_M_013,User_1426,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-11-18 11:47:03
POST_D_014,User_6506,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-18 22:47:03
POST_D_014,User_5996,ما هي أوقات خدمة العملاء؟,Neutre,2025-10-19 15:47:03
POST_D_014,User_3104,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-10-17 22:47:03
POST_D_014,User_9877,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-10-18 03:47:03
POST_D_014,User_8710,"Je suis satisfait de la qualité du service, bon travail!",Positif,2025-10-19 11:47:03
POST_D_014,User_3692,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-10-19 02:47:03
POST_D_014,User_5964,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-10-18 18:47:03
POST_D_014,User_7540,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-10-18 17:47:03
POST_D_014,User_8302,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-10-18 13:47:03
POST_D_014,User_8981,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-10-17 22:47:03
POST_D_014,User_7273,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-10-19 11:47:03
POST_D_014,User_1066,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-10-19 06:47:03
POST_D_014,User_1123,"Je suis satisfait de la qualité du service, bon travail!",Positif,2025-10-18 22:47:03
POST_D_014,User_3483,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-10-19 19:47:03
POST_D_014,User_7732,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-10-19 11:47:03
POST_D_014,User_3386,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-10-19 01:47:03
POST_D_014,User_8771,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-10-18 12:47:03
POST_D_014,User_9132,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-10-19 14:47:03
POST_D_014,User_6155,ما هي أوقات خدمة العملاء؟,Neutre,2025-10-18 12:47:03
POST_D_014,User_7288,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-10-18 16:47:03
POST_D_014,User_5018,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-10-19 04:47:03
POST_D_014,User_4128,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-10-18 08:47:03
POST_D_014,User_5634,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-10-18 01:47:03
POST_D_015,User_8877,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-20 07:47:03
POST_D_015,User_9740,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-11-21 07:47:03
POST_D_015,User_3038,"Je suis satisfait de la qualité du service, bon travail!",Positif,2025-11-21 18:47:03
POST_D_015,User_1861,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-11-20 12:47:03
POST_D_015,User_7530,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-11-20 07:47:03
POST_D_015,User_8612,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-11-21 19:47:03
POST_D_015,User_5635,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-11-20 19:47:03
POST_D_015,User_1255,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-11-20 23:47:03
POST_D_015,User_5805,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-20 22:47:03
POST_D_015,User_3733,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-11-21 09:47:03
POST_O_016,User_9066,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-03 21:47:03
POST_O_016,User_9051,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-10-03 01:47:03
POST_O_016,User_9546,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-10-01 22:47:03
POST_O_016,User_3848,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-10-02 06:47:03
POST_O_016,User_6555,شكرا على التحسينات في الشبكة,Positif,2025-10-03 04:47:03
POST_O_016,User_3173,كيف أشترك في العرض الجديد؟,Neutre,2025-10-02 03:47:03
POST_O_016,User_4476,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-10-02 14:47:03
POST_O_016,User_4285,شكرا على التحسينات في الشبكة,Positif,2025-10-02 06:47:03
POST_O_016,User_3156,"Service client très professionnel, problème résolu en 10min",Négatif,2025-10-03 11:47:03
POST_O_016,User_8416,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-10-03 10:47:03
POST_O_016,User_7714,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-10-03 03:47:03
POST_O_016,User_2713,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-10-02 11:47:03
POST_O_016,User_8250,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-10-02 00:47:03
POST_O_016,User_1715,Comment souscrire à l'offre Ramadan?,Neutre,2025-10-01 23:47:03
POST_O_016,User_5591,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-03 01:47:03
POST_O_016,User_1274,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-03 18:47:03
POST_O_016,User_6955,"Service client très professionnel, problème résolu en 10min",Négatif,2025-10-02 15:47:03
POST_O_016,User_9016,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-10-02 22:47:03
POST_O_016,User_2962,"Je suis satisfait de la qualité du service, bon travail!",Positif,2025-10-03 01:47:03
POST_O_017,User_2476,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-20 12:47:03
POST_O_017,User_9125,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-11-20 18:47:03
POST_O_017,User_1272,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-11-20 15:47:03
POST_O_017,User_1564,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-11-19 15:47:03
POST_O_017,User_3709,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-11-19 08:47:03
POST_O_017,User_1542,"Je suis satisfait de la qualité du service, bon travail!",Positif,2025-11-20 12:47:03
POST_O_017,User_2907,Comment souscrire à l'offre Ramadan?,Neutre,2025-11-20 06:47:03
POST_O_017,User_3318,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-11-20 00:47:03
POST_O_017,User_6070,شكرا على التحسينات في الشبكة,Positif,2025-11-20 08:47:03
POST_O_017,User_4787,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-11-19 23:47:03
POST_O_018,User_8043,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-11-13 00:47:03
POST_O_018,User_5927,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-11-12 05:47:03
POST_O_018,User_8623,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-11-12 02:47:03
POST_O_018,User_1624,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-11-13 17:47:03
POST_O_018,User_9762,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-11-12 15:47:03
POST_O_018,User_6171,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-11-13 16:47:03
POST_O_018,User_3223,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-11-12 18:47:03
POST_O_018,User_3779,"Service client très professionnel, problème résolu en 10min",Négatif,2025-11-13 12:47:03
POST_O_018,User_8827,Comment souscrire à l'offre Ramadan?,Neutre,2025-11-13 01:47:03
POST_O_018,User_7472,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-13 18:47:03
POST_O_018,User_3825,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-11-13 20:47:03
POST_O_018,User_5020,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-12 09:47:03
POST_O_018,User_8633,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-13 14:47:03
POST_O_018,User_2583,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-12 13:47:03
POST_O_018,User_8240,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-11-13 13:47:03
POST_M_019,User_4939,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-09-09 09:47:03
